2 1 81
4 1 81
4 2 81
4 3 81
6 1 81
6 2 81
6 3 81
6 4 81
6 5 81
8 1 81
8 2 81
8 3 81
8 4 81
8 5 81
8 6 81
8 7 81
10 1 81
10 2 81
10 3 81
10 4 81
10 5 81
10 6 81
10 7 81
10 8 81
10 9 81
12 1 81
12 2 81
12 3 81
12 4 81
12 5 81
12 6 81
12 7 81
12 8 81
12 9 81
12 10 81
12 11 81
14 1 81
14 2 81
14 3 81
14 4 81
14 5 81
14 6 81
14 7 81
14 8 81
14 9 81
14 10 81
14 11 81
14 12 81
14 13 81
16 1 81
16 2 81
16 3 81
16 4 81
16 5 81
16 6 81
16 7 81
16 8 81
16 9 81
16 10 81
16 11 81
16 12 81
16 13 81
16 14 81
16 15 81
18 1 81
18 2 81
18 3 81
18 4 81
18 5 81
18 6 81
18 7 81
18 8 81
18 9 81
18 10 81
18 11 81
18 12 81
18 13 81
18 14 81
18 15 81
18 16 81
18 17 81
20 1 81
20 2 81
20 3 81
20 4 81
20 5 81
20 6 81
20 7 81
20 8 81
20 9 81
20 10 81
20 11 81
20 12 81
20 13 81
20 14 81
20 15 81
20 16 81
20 17 81
20 18 81
20 19 81
22 1 81
22 2 81
22 3 81
22 4 81
22 5 81
22 6 81
22 7 81
22 8 81
22 9 81
22 10 81
22 11 81
22 12 81
22 13 81
22 14 81
22 15 81
22 16 81
22 17 81
22 18 81
22 19 81
22 20 81
22 21 81
24 1 81
24 2 81
24 3 81
24 4 81
24 5 81
24 6 81
24 7 81
24 8 81
24 9 81
24 10 81
24 11 81
24 12 81
24 13 81
24 14 81
24 15 81
24 16 81
24 17 81
24 18 81
24 19 81
24 20 81
24 21 81
24 22 81
24 23 81
26 1 81
26 2 81
26 3 81
26 4 81
26 5 81
26 6 81
26 7 81
26 8 81
26 9 81
26 10 81
26 11 81
26 12 81
26 13 81
26 14 81
26 15 81
26 16 81
26 17 81
26 18 81
26 19 81
26 20 81
26 21 81
26 22 81
26 23 81
26 24 81
26 25 81
28 1 81
28 2 81
28 3 81
28 4 81
28 5 81
28 6 81
28 7 81
28 8 81
28 9 81
28 10 81
28 11 81
28 12 81
28 13 81
28 14 81
28 15 81
28 16 81
28 17 81
28 18 81
28 19 81
28 20 81
28 21 81
28 22 81
28 23 81
28 24 81
28 25 81
28 26 81
28 27 81
30 1 81
30 2 81
30 3 81
30 4 81
30 5 81
30 6 81
30 7 81
30 8 81
30 9 81
30 10 81
30 11 81
30 12 81
30 13 81
30 14 81
30 15 81
30 16 81
30 17 81
30 18 81
30 19 81
30 20 81
30 21 81
30 22 81
30 23 81
30 24 81
30 25 81
30 26 81
30 27 81
30 28 81
30 29 81
32 1 81
32 2 81
32 3 81
32 4 81
32 5 81
32 6 81
32 7 81
32 8 81
32 9 81
32 10 81
32 11 81
32 12 81
32 13 81
32 14 81
