2 1 41
4 1 41
4 2 41
4 3 41
6 1 41
6 2 41
6 3 41
6 4 41
6 5 41
8 1 41
8 2 41
8 3 41
8 4 41
8 5 41
8 6 41
8 7 41
10 1 41
10 2 41
10 3 41
10 4 41
10 5 41
10 6 41
10 7 41
10 8 41
10 9 41
12 1 41
12 2 41
12 3 41
12 4 41
12 5 41
12 6 41
12 7 41
12 8 41
12 9 41
12 10 41
12 11 41
14 1 41
14 2 41
14 3 41
14 4 41
14 5 41
14 6 41
14 7 41
14 8 41
14 9 41
14 10 41
14 11 41
14 12 41
14 13 41
16 1 41
16 2 41
16 3 41
16 4 41
16 5 41
16 6 41
16 7 41
16 8 41
16 9 41
16 10 41
16 11 41
16 12 41
16 13 41
16 14 41
16 15 41
18 1 41
18 2 41
18 3 41
18 4 41
18 5 41
18 6 41
18 7 41
18 8 41
18 9 41
18 10 41
18 11 41
18 12 41
18 13 41
18 14 41
18 15 41
18 16 41
18 17 41
20 1 41
20 2 41
20 3 41
20 4 41
20 5 41
20 6 41
20 7 41
20 8 41
20 9 41
20 10 41
20 11 41
20 12 41
20 13 41
20 14 41
20 15 41
20 16 41
20 17 41
20 18 41
20 19 41
22 1 41
22 2 41
22 3 41
22 4 41
22 5 41
22 6 41
22 7 41
22 8 41
22 9 41
22 10 41
22 11 41
22 12 41
22 13 41
22 14 41
22 15 41
22 16 41
22 17 41
22 18 41
22 19 41
22 20 41
22 21 41
24 1 41
24 2 41
24 3 41
24 4 41
24 5 41
24 6 41
24 7 41
24 8 41
24 9 41
24 10 41
24 11 41
24 12 41
24 13 41
24 14 41
24 15 41
24 16 41
24 17 41
24 18 41
24 19 41
24 20 41
24 21 41
24 22 41
24 23 41
26 1 41
26 2 41
26 3 41
26 4 41
26 5 41
26 6 41
26 7 41
26 8 41
26 9 41
26 10 41
26 11 41
26 12 41
26 13 41
26 14 41
26 15 41
26 16 41
26 17 41
26 18 41
26 19 41
26 20 41
26 21 41
26 22 41
26 23 41
26 24 41
26 25 41
28 1 41
28 2 41
28 3 41
28 4 41
28 5 41
28 6 41
28 7 41
28 8 41
28 9 41
28 10 41
28 11 41
28 12 41
28 13 41
28 14 41
28 15 41
28 16 41
28 17 41
28 18 41
28 19 41
28 20 41
28 21 41
28 22 41
28 23 41
28 24 41
28 25 41
28 26 41
28 27 41
30 1 41
30 2 41
30 3 41
30 4 41
30 5 41
30 6 41
30 7 41
30 8 41
30 9 41
30 10 41
30 11 41
30 12 41
30 13 41
30 14 41
30 15 41
30 16 41
30 17 41
30 18 41
30 19 41
30 20 41
30 21 41
30 22 41
30 23 41
30 24 41
30 25 41
30 26 41
30 27 41
30 28 41
30 29 41
32 1 41
32 2 41
32 3 41
32 4 41
32 5 41
32 6 41
32 7 41
32 8 41
32 9 41
32 10 41
32 11 41
32 12 41
32 13 41
32 14 41
32 15 41
32 16 41
32 17 41
32 18 41
32 19 41
32 20 41
32 21 41
32 22 41
32 23 41
32 24 41
32 25 41
32 26 41
32 27 41
32 28 41
32 29 41
32 30 41
32 31 41
34 1 41
34 2 41
34 3 41
34 4 41
34 5 41
34 6 41
34 7 41
34 8 41
34 9 41
34 10 41
34 11 41
34 12 41
34 13 41
34 14 41
34 15 41
34 16 41
34 17 41
34 18 41
34 19 41
34 20 41
34 21 41
34 22 41
34 23 41
34 24 41
34 25 41
34 26 41
34 27 41
34 28 41
34 29 41
34 30 41
34 31 41
34 32 41
34 33 41
36 1 41
36 2 41
36 3 41
36 4 41
36 5 41
36 6 41
36 7 41
36 8 41
36 9 41
36 10 41
36 11 41
36 12 41
36 13 41
36 14 41
36 15 41
36 16 41
36 17 41
36 18 41
36 19 41
36 20 41
36 21 41
36 22 41
36 23 41
36 24 41
36 25 41
36 26 41
36 27 41
36 28 41
36 29 41
36 30 41
36 31 41
36 32 41
36 33 41
36 34 41
36 35 41
38 1 41
38 2 41
38 3 41
38 4 41
38 5 41
38 6 41
38 7 41
38 8 41
38 9 41
38 10 41
38 11 41
38 12 41
38 13 41
38 14 41
38 15 41
38 16 41
38 17 41
38 18 41
38 19 41
38 20 41
38 21 41
38 22 41
38 23 41
38 24 41
38 25 41
38 26 41
38 27 41
38 28 41
38 29 41
38 30 41
38 31 41
38 32 41
38 33 41
38 34 41
38 35 41
38 36 41
38 37 41
40 1 41
40 2 41
40 3 41
40 4 41
40 5 41
40 6 41
40 7 41
40 8 41
40 9 41
40 10 41
40 11 41
40 12 41
40 13 41
40 14 41
40 15 41
40 16 41
40 17 41
40 18 41
40 19 41
40 20 41
40 21 41
40 22 41
40 23 41
40 24 41
40 25 41
40 26 41
40 27 41
40 28 41
40 29 41
40 30 41
40 31 41
40 32 41
40 33 41
40 34 41
40 35 41
40 36 41
40 37 41
40 38 41
40 39 41
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 12 13 16 18 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 10 11 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 8 9 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 6 7 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 4 5 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
1 2 3 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
1 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42
41 42
