2 1 101
4 1 101
4 2 101
4 3 101
6 1 101
6 2 101
6 3 101
6 4 101
6 5 101
8 1 101
8 2 101
8 3 101
8 4 101
8 5 101
8 6 101
8 7 101
10 1 101
10 2 101
10 3 101
10 4 101
10 5 101
10 6 101
10 7 101
10 8 101
10 9 101
12 1 101
12 2 101
12 3 101
12 4 101
12 5 101
12 6 101
12 7 101
12 8 101
12 9 101
12 10 101
12 11 101
14 1 101
14 2 101
14 3 101
14 4 101
14 5 101
14 6 101
14 7 101
14 8 101
14 9 101
14 10 101
14 11 101
14 12 101
14 13 101
16 1 101
16 2 101
16 3 101
16 4 101
16 5 101
16 6 101
16 7 101
16 8 101
16 9 101
16 10 101
16 11 101
16 12 101
16 13 101
16 14 101
16 15 101
18 1 101
18 2 101
18 3 101
18 4 101
18 5 101
18 6 101
18 7 101
18 8 101
18 9 101
18 10 101
18 11 101
18 12 101
18 13 101
18 14 101
18 15 101
18 16 101
18 17 101
20 1 101
20 2 101
20 3 101
20 4 101
20 5 101
20 6 101
20 7 101
20 8 101
20 9 101
20 10 101
20 11 101
20 12 101
20 13 101
20 14 101
20 15 101
20 16 101
20 17 101
20 18 101
20 19 101
22 1 101
22 2 101
22 3 101
22 4 101
22 5 101
22 6 101
22 7 101
22 8 101
22 9 101
22 10 101
22 11 101
22 12 101
22 13 101
22 14 101
22 15 101
22 16 101
22 17 101
22 18 101
22 19 101
22 20 101
22 21 101
24 1 101
24 2 101
24 3 101
24 4 101
24 5 101
24 6 101
24 7 101
24 8 101
24 9 101
24 10 101
24 11 101
24 12 101
24 13 101
24 14 101
24 15 101
24 16 101
24 17 101
24 18 101
24 19 101
24 20 101
24 21 101
24 22 101
24 23 101
26 1 101
26 2 101
26 3 101
26 4 101
26 5 101
26 6 101
26 7 101
26 8 101
26 9 101
26 10 101
26 11 101
26 12 101
26 13 101
26 14 101
26 15 101
26 16 101
26 17 101
26 18 101
26 19 101
26 20 101
26 21 101
26 22 101
26 23 101
26 24 101
26 25 101
28 1 101
28 2 101
28 3 101
28 4 101
28 5 101
28 6 101
28 7 101
28 8 101
28 9 101
28 10 101
28 11 101
28 12 101
28 13 101
28 14 101
28 15 101
28 16 101
28 17 101
28 18 101
28 19 101
28 20 101
28 21 101
28 22 101
28 23 101
28 24 101
28 25 101
28 26 101
28 27 101
30 1 101
30 2 101
30 3 101
30 4 101
30 5 101
30 6 101
30 7 101
30 8 101
30 9 101
30 10 101
30 11 101
30 12 101
30 13 101
30 14 101
30 15 101
30 16 101
30 17 101
30 18 101
30 19 101
30 20 101
30 21 101
30 22 101
30 23 101
30 24 101
30 25 101
30 26 101
30 27 101
30 28 101
30 29 101
32 1 101
32 2 101
32 3 101
32 4 101
32 5 101
32 6 101
32 7 101
