2 1 61
4 1 61
4 2 61
4 3 61
6 1 61
6 2 61
6 3 61
6 4 61
6 5 61
8 1 61
8 2 61
8 3 61
8 4 61
8 5 61
8 6 61
8 7 61
10 1 61
10 2 61
10 3 61
10 4 61
10 5 61
10 6 61
10 7 61
10 8 61
10 9 61
12 1 61
12 2 61
12 3 61
12 4 61
12 5 61
12 6 61
12 7 61
12 8 61
12 9 61
12 10 61
12 11 61
14 1 61
14 2 61
14 3 61
14 4 61
14 5 61
14 6 61
14 7 61
14 8 61
14 9 61
14 10 61
14 11 61
14 12 61
14 13 61
16 1 61
16 2 61
16 3 61
16 4 61
16 5 61
16 6 61
16 7 61
16 8 61
16 9 61
16 10 61
16 11 61
16 12 61
16 13 61
16 14 61
16 15 61
18 1 61
18 2 61
18 3 61
18 4 61
18 5 61
18 6 61
18 7 61
18 8 61
18 9 61
18 10 61
18 11 61
18 12 61
18 13 61
18 14 61
18 15 61
18 16 61
18 17 61
20 1 61
20 2 61
20 3 61
20 4 61
20 5 61
20 6 61
20 7 61
20 8 61
20 9 61
20 10 61
20 11 61
20 12 61
20 13 61
20 14 61
20 15 61
20 16 61
20 17 61
20 18 61
20 19 61
22 1 61
22 2 61
22 3 61
22 4 61
22 5 61
22 6 61
22 7 61
22 8 61
22 9 61
22 10 61
22 11 61
22 12 61
22 13 61
22 14 61
22 15 61
22 16 61
22 17 61
22 18 61
22 19 61
22 20 61
22 21 61
24 1 61
24 2 61
24 3 61
24 4 61
24 5 61
24 6 61
24 7 61
24 8 61
24 9 61
24 10 61
24 11 61
24 12 61
24 13 61
24 14 61
24 15 61
24 16 61
24 17 61
24 18 61
24 19 61
24 20 61
24 21 61
24 22 61
24 23 61
26 1 61
26 2 61
26 3 61
26 4 61
26 5 61
26 6 61
26 7 61
26 8 61
26 9 61
26 10 61
26 11 61
26 12 61
26 13 61
26 14 61
26 15 61
26 16 61
26 17 61
26 18 61
26 19 61
26 20 61
26 21 61
26 22 61
26 23 61
26 24 61
26 25 61
28 1 61
28 2 61
28 3 61
28 4 61
28 5 61
28 6 61
28 7 61
28 8 61
28 9 61
28 10 61
28 11 61
28 12 61
28 13 61
28 14 61
28 15 61
28 16 61
28 17 61
28 18 61
28 19 61
28 20 61
