1 2 3 22
1 5 6 22
1 7 4 22
2 4 5 22
2 6 7 22
3 4 6 22
3 5 7 22
8 9 10 22
8 12 13 22
8 14 11 22
9 11 12 22
9 13 14 22
10 11 13 22
10 12 14 22
15 16 17 22
15 19 20 22
15 21 18 22
16 18 19 22
16 20 21 22
17 18 20 22
17 19 21 22
1 2 3 8 9 10 15 16 17 23
1 2 3 8 9 10 15 18 21 23
1 2 3 8 9 10 15 19 20 23
1 2 3 8 9 10 16 19 18 23
1 2 3 8 9 10 16 20 21 23
1 2 3 8 9 10 17 19 21 23
1 2 3 8 9 10 17 20 18 23
1 2 3 8 11 14 15 16 17 23
1 2 3 8 11 14 15 18 21 23
1 2 3 8 11 14 15 19 20 23
1 2 3 8 11 14 16 19 18 23
1 2 3 8 11 14 16 20 21 23
1 2 3 8 11 14 17 19 21 23
1 2 3 8 11 14 17 20 18 23
1 2 3 8 12 13 15 16 17 23
1 2 3 8 12 13 15 18 21 23
1 2 3 8 12 13 15 19 20 23
1 2 3 8 12 13 16 19 18 23
1 2 3 8 12 13 16 20 21 23
1 2 3 8 12 13 17 19 21 23
1 2 3 8 12 13 17 20 18 23
1 2 3 9 12 11 15 16 17 23
1 2 3 9 12 11 15 18 21 23
1 2 3 9 12 11 15 19 20 23
1 2 3 9 12 11 16 19 18 23
1 2 3 9 12 11 16 20 21 23
1 2 3 9 12 11 17 19 21 23
1 2 3 9 12 11 17 20 18 23
1 2 3 9 13 14 15 16 17 23
1 2 3 9 13 14 15 18 21 23
1 2 3 9 13 14 15 19 20 23
1 2 3 9 13 14 16 19 18 23
1 2 3 9 13 14 16 20 21 23
1 2 3 9 13 14 17 19 21 23
1 2 3 9 13 14 17 20 18 23
1 2 3 10 12 14 15 16 17 23
1 2 3 10 12 14 15 18 21 23
1 2 3 10 12 14 15 19 20 23
1 2 3 10 12 14 16 19 18 23
1 2 3 10 12 14 16 20 21 23
1 2 3 10 12 14 17 19 21 23
1 2 3 10 12 14 17 20 18 23
1 2 3 10 13 11 15 16 17 23
1 2 3 10 13 11 15 18 21 23
1 2 3 10 13 11 15 19 20 23
1 2 3 10 13 11 16 19 18 23
1 2 3 10 13 11 16 20 21 23
1 2 3 10 13 11 17 19 21 23
1 2 3 10 13 11 17 20 18 23
1 4 7 8 9 10 15 16 17 23
1 4 7 8 9 10 15 18 21 23
1 4 7 8 9 10 15 19 20 23
1 4 7 8 9 10 16 19 18 23
1 4 7 8 9 10 16 20 21 23
1 4 7 8 9 10 17 19 21 23
1 4 7 8 9 10 17 20 18 23
1 4 7 8 11 14 15 16 17 23
1 4 7 8 11 14 15 18 21 23
1 4 7 8 11 14 15 19 20 23
1 4 7 8 11 14 16 19 18 23
1 4 7 8 11 14 16 20 21 23
1 4 7 8 11 14 17 19 21 23
1 4 7 8 11 14 17 20 18 23
1 4 7 8 12 13 15 16 17 23
1 4 7 8 12 13 15 18 21 23
1 4 7 8 12 13 15 19 20 23
1 4 7 8 12 13 16 19 18 23
1 4 7 8 12 13 16 20 21 23
1 4 7 8 12 13 17 19 21 23
1 4 7 8 12 13 17 20 18 23
1 4 7 9 12 11 15 16 17 23
1 4 7 9 12 11 15 18 21 23
1 4 7 9 12 11 15 19 20 23
1 4 7 9 12 11 16 19 18 23
1 4 7 9 12 11 16 20 21 23
1 4 7 9 12 11 17 19 21 23
1 4 7 9 12 11 17 20 18 23
1 4 7 9 13 14 15 16 17 23
1 4 7 9 13 14 15 18 21 23
1 4 7 9 13 14 15 19 20 23
1 4 7 9 13 14 16 19 18 23
1 4 7 9 13 14 16 20 21 23
1 4 7 9 13 14 17 19 21 23
1 4 7 9 13 14 17 20 18 23
1 4 7 10 12 14 15 16 17 23
1 4 7 10 12 14 15 18 21 23
1 4 7 10 12 14 15 19 20 23
