1 2 3 36
1 5 6 36
1 7 4 36
2 4 5 36
2 6 7 36
3 4 6 36
3 5 7 36
8 9 10 36
8 12 13 36
8 14 11 36
9 11 12 36
9 13 14 36
10 11 13 36
10 12 14 36
15 16 17 36
15 19 20 36
15 21 18 36
16 18 19 36
16 20 21 36
17 18 20 36
17 19 21 36
22 23 24 36
22 26 27 36
22 28 25 36
23 25 26 36
23 27 28 36
24 25 27 36
24 26 28 36
29 30 31 36
29 33 34 36
29 35 32 36
30 32 33 36
30 34 35 36
31 32 34 36
31 33 35 36
1 2 3 8 9 10 15 16 17 22 23 24 29 30 31 37
1 2 3 8 9 10 15 16 17 22 23 24 29 32 35 37
1 2 3 8 9 10 15 16 17 22 23 24 29 33 34 37
1 2 3 8 9 10 15 16 17 22 23 24 30 33 32 37
1 2 3 8 9 10 15 16 17 22 23 24 30 34 35 37
1 2 3 8 9 10 15 16 17 22 23 24 31 33 35 37
1 2 3 8 9 10 15 16 17 22 23 24 31 34 32 37
1 2 3 8 9 10 15 16 17 22 25 28 29 30 31 37
1 2 3 8 9 10 15 16 17 22 25 28 29 32 35 37
1 2 3 8 9 10 15 16 17 22 25 28 29 33 34 37
1 2 3 8 9 10 15 16 17 22 25 28 30 33 32 37
1 2 3 8 9 10 15 16 17 22 25 28 30 34 35 37
1 2 3 8 9 10 15 16 17 22 25 28 31 33 35 37
1 2 3 8 9 10 15 16 17 22 25 28 31 34 32 37
1 2 3 8 9 10 15 16 17 22 26 27 29 30 31 37
1 2 3 8 9 10 15 16 17 22 26 27 29 32 35 37
1 2 3 8 9 10 15 16 17 22 26 27 29 33 34 37
1 2 3 8 9 10 15 16 17 22 26 27 30 33 32 37
1 2 3 8 9 10 15 16 17 22 26 27 30 34 35 37
1 2 3 8 9 10 15 16 17 22 26 27 31 33 35 37
1 2 3 8 9 10 15 16 17 22 26 27 31 34 32 37
1 2 3 8 9 10 15 16 17 23 26 25 29 30 31 37
1 2 3 8 9 10 15 16 17 23 26 25 29 32 35 37
1 2 3 8 9 10 15 16 17 23 26 25 29 33 34 37
1 2 3 8 9 10 15 16 17 23 26 25 30 33 32 37
1 2 3 8 9 10 15 16 17 23 26 25 30 34 35 37
1 2 3 8 9 10 15 16 17 23 26 25 31 33 35 37
1 2 3 8 9 10 15 16 17 23 26 25 31 34 32 37
1 2 3 8 9 10 15 16 17 23 27 28 29 30 31 37
1 2 3 8 9 10 15 16 17 23 27 28 29 32 35 37
1 2 3 8 9 10 15 16 17 23 27 28 29 33 34 37
1 2 3 8 9 10 15 16 17 23 27 28 30 33 32 37
1 2 3 8 9 10 15 16 17 23 27 28 30 34 35 37
1 2 3 8 9 10 15 16 17 23 27 28 31 33 35 37
1 2 3 8 9 10 15 16 17 23 27 28 31 34 32 37
1 2 3 8 9 10 15 16 17 24 26 28 29 30 31 37
1 2 3 8 9 10 15 16 17 24 26 28 29 32 35 37
1 2 3 8 9 10 15 16 17 24 26 28 29 33 34 37
1 2 3 8 9 10 15 16 17 24 26 28 30 33 32 37
1 2 3 8 9 10 15 16 17 24 26 28 30 34 35 37
1 2 3 8 9 10 15 16 17 24 26 28 31 33 35 37
1 2 3 8 9 10 15 16 17 24 26 28 31 34 32 37
1 2 3 8 9 10 15 16 17 24 27 25 29 30 31 37
1 2 3 8 9 10 15 16 17 24 27 25 29 32 35 37
1 2 3 8 9 10 15 16 17 24 27 25 29 33 34 37
1 2 3 8 9 10 15 16 17 24 27 25 30 33 32 37
1 2 3 8 9 10 15 16 17 24 27 25 30 34 35 37
1 2 3 8 9 10 15 16 17 24 27 25 31 33 35 37
1 2 3 8 9 10 15 16 17 24 27 25 31 34 32 37
1 2 3 8 9 10 15 18 21 22 23 24 29 30 31 37
1 2 3 8 9 10 15 18 21 22 23 24 29 32 35 37
1 2 3 8 9 10 15 18 21 22 23 24 29 33 34 37
1 2 3 8 9 10 15 18 21 22 23 24 30 33 32 37
1 2 3 8 9 10 15 18 21 22 23 24 30 34 35 37
1 2 3 8 9 10 15 18 21 22 23 24 31 33 35 37
1 2 3 8 9 10 15 18 21 22 23 24 31 34 32 37
1 2 3 8 9 10 15 18 21 22 25 28 29 30 31 37
1 2 3 8 9 10 15 18 21 22 25 28 29 32 35 37
1 2 3 8 9 10 15 18 21 22 25 28 29 33 34 37
1 2 3 8 9 10 15 18 21 22 25 28 30 33 32 37
1 2 3 8 9 10 15 18 21 22 25 28 30 34 35 37
1 2 3 8 9 10 15 18 21 22 25 28 31 33 35 37
1 2 3 8 9 10 15 18 21 22 25 28 31 34 32 37
1 2 3 8 9 10 15 18 21 22 26 27 29 30 31 37
1 2 3 8 9 10 15 18 21 22 26 27 29 32 35 37
1 2 3 8 9 10 15 18 21 22 26 27 29 33 34 37
1 2 3 8 9 10 15 18 21 22 26 27 30 33 32 37
1 2 3 8 9 10 15 18 21 22 26 27 30 34 35 37
1 2 3 8 9 10 15 18 21 22 26 27 31 33 35 37
1 2 3 8 9 10 15 18 21 22 26 27 31 34 32 37
1 2 3 8 9 10 15 18 21 23 26 25 29 30 31 37
1 2 3 8 9 10 15 18 21 23 26 25 29 32 35 37
1 2 3 8 9 10 15 18 21 23 26 25 29 33 34 37
1 2 3 8 9 10 15 18 21 23 26 25 30 33 32 37
1 2 3 8 9 10 15 18 21 23 26 25 30 34 35 37
1 2 3 8 9 10 15 18 21 23 26 25 31 33 35 37
1 2 3 8 9 10 15 18 21 23 26 25 31 34 32 37
1 2 3 8 9 10 15 18 21 23 27 28 29 30 31 37
1 2 3 8 9 10 15 18 21 23 27 28 29 32 35 37
1 2 3 8 9 10 15 18 21 23 27 28 29 33 34 37
1 2 3 8 9 10 15 18 21 23 27 28 30 33 32 37
1 2 3 8 9 10 15 18 21 23 27 28 30 34 35 37
1 2 3 8 9 10 15 18 21 23 27 28 31 33 35 37
1 2 3 8 9 10 15 18 21 23 27 28 31 34 32 37
1 2 3 8 9 10 15 18 21 24 26 28 29 30 31 37
1 2 3 8 9 10 15 18 21 24 26 28 29 32 35 37
1 2 3 8 9 10 15 18 21 24 26 28 29 33 34 37
1 2 3 8 9 10 15 18 21 24 26 28 30 33 32 37
1 2 3 8 9 10 15 18 21 24 26 28 30 34 35 37
1 2 3 8 9 10 15 18 21 24 26 28 31 33 35 37
1 2 3 8 9 10 15 18 21 24 26 28 31 34 32 37
1 2 3 8 9 10 15 18 21 24 27 25 29 30 31 37
1 2 3 8 9 10 15 18 21 24 27 25 29 32 35 37
1 2 3 8 9 10 15 18 21 24 27 25 29 33 34 37
1 2 3 8 9 10 15 18 21 24 27 25 30 33 32 37
1 2 3 8 9 10 15 18 21 24 27 25 30 34 35 37
1 2 3 8 9 10 15 18 21 24 27 25 31 33 35 37
1 2 3 8 9 10 15 18 21 24 27 25 31 34 32 37
1 2 3 8 9 10 15 19 20 22 23 24 29 30 31 37
1 2 3 8 9 10 15 19 20 22 23 24 29 32 35 37
1 2 3 8 9 10 15 19 20 22 23 24 29 33 34 37
1 2 3 8 9 10 15 19 20 22 23 24 30 33 32 37
1 2 3 8 9 10 15 19 20 22 23 24 30 34 35 37
1 2 3 8 9 10 15 19 20 22 23 24 31 33 35 37
1 2 3 8 9 10 15 19 20 22 23 24 31 34 32 37
1 2 3 8 9 10 15 19 20 22 25 28 29 30 31 37
1 2 3 8 9 10 15 19 20 22 25 28 29 32 35 37
1 2 3 8 9 10 15 19 20 22 25 28 29 33 34 37
1 2 3 8 9 10 15 19 20 22 25 28 30 33 32 37
1 2 3 8 9 10 15 19 20 22 25 28 30 34 35 37
1 2 3 8 9 10 15 19 20 22 25 28 31 33 35 37
1 2 3 8 9 10 15 19 20 22 25 28 31 34 32 37
1 2 3 8 9 10 15 19 20 22 26 27 29 30 31 37
1 2 3 8 9 10 15 19 20 22 26 27 29 32 35 37
1 2 3 8 9 10 15 19 20 22 26 27 29 33 34 37
1 2 3 8 9 10 15 19 20 22 26 27 30 33 32 37
1 2 3 8 9 10 15 19 20 22 26 27 30 34 35 37
1 2 3 8 9 10 15 19 20 22 26 27 31 33 35 37
1 2 3 8 9 10 15 19 20 22 26 27 31 34 32 37
1 2 3 8 9 10 15 19 20 23 26 25 29 30 31 37
1 2 3 8 9 10 15 19 20 23 26 25 29 32 35 37
1 2 3 8 9 10 15 19 20 23 26 25 29 33 34 37
1 2 3 8 9 10 15 19 20 23 26 25 30 33 32 37
1 2 3 8 9 10 15 19 20 23 26 25 30 34 35 37
1 2 3 8 9 10 15 19 20 23 26 25 31 33 35 37
1 2 3 8 9 10 15 19 20 23 26 25 31 34 32 37
1 2 3 8 9 10 15 19 20 23 27 28 29 30 31 37
1 2 3 8 9 10 15 19 20 23 27 28 29 32 35 37
1 2 3 8 9 10 15 19 20 23 27 28 29 33 34 37
1 2 3 8 9 10 15 19 20 23 27 28 30 33 32 37
1 2 3 8 9 10 15 19 20 23 27 28 30 34 35 37
1 2 3 8 9 10 15 19 20 23 27 28 31 33 35 37
1 2 3 8 9 10 15 19 20 23 27 28 31 34 32 37
1 2 3 8 9 10 15 19 20 24 26 28 29 30 31 37
1 2 3 8 9 10 15 19 20 24 26 28 29 32 35 37
1 2 3 8 9 10 15 19 20 24 26 28 29 33 34 37
1 2 3 8 9 10 15 19 20 24 26 28 30 33 32 37
1 2 3 8 9 10 15 19 20 24 26 28 30 34 35 37
1 2 3 8 9 10 15 19 20 24 26 28 31 33 35 37
1 2 3 8 9 10 15 19 20 24 26 28 31 34 32 37
1 2 3 8 9 10 15 19 20 24 27 25 29 30 31 37
1 2 3 8 9 10 15 19 20 24 27 25 29 32 35 37
1 2 3 8 9 10 15 19 20 24 27 25 29 33 34 37
1 2 3 8 9 10 15 19 20 24 27 25 30 33 32 37
1 2 3 8 9 10 15 19 20 24 27 25 30 34 35 37
1 2 3 8 9 10 15 19 20 24 27 25 31 33 35 37
1 2 3 8 9 10 15 19 20 24 27 25 31 34 32 37
1 2 3 8 9 10 16 19 18 22 23 24 29 30 31 37
1 2 3 8 9 10 16 19 18 22 23 24 29 32 35 37
1 2 3 8 9 10 16 19 18 22 23 24 29 33 34 37
1 2 3 8 9 10 16 19 18 22 23 24 30 33 32 37
1 2 3 8 9 10 16 19 18 22 23 24 30 34 35 37
1 2 3 8 9 10 16 19 18 22 23 24 31 33 35 37
1 2 3 8 9 10 16 19 18 22 23 24 31 34 32 37
1 2 3 8 9 10 16 19 18 22 25 28 29 30 31 37
1 2 3 8 9 10 16 19 18 22 25 28 29 32 35 37
1 2 3 8 9 10 16 19 18 22 25 28 29 33 34 37
1 2 3 8 9 10 16 19 18 22 25 28 30 33 32 37
1 2 3 8 9 10 16 19 18 22 25 28 30 34 35 37
1 2 3 8 9 10 16 19 18 22 25 28 31 33 35 37
1 2 3 8 9 10 16 19 18 22 25 28 31 34 32 37
1 2 3 8 9 10 16 19 18 22 26 27 29 30 31 37
1 2 3 8 9 10 16 19 18 22 26 27 29 32 35 37
1 2 3 8 9 10 16 19 18 22 26 27 29 33 34 37
1 2 3 8 9 10 16 19 18 22 26 27 30 33 32 37
1 2 3 8 9 10 16 19 18 22 26 27 30 34 35 37
1 2 3 8 9 10 16 19 18 22 26 27 31 33 35 37
1 2 3 8 9 10 16 19 18 22 26 27 31 34 32 37
1 2 3 8 9 10 16 19 18 23 26 25 29 30 31 37
1 2 3 8 9 10 16 19 18 23 26 25 29 32 35 37
1 2 3 8 9 10 16 19 18 23 26 25 29 33 34 37
1 2 3 8 9 10 16 19 18 23 26 25 30 33 32 37
1 2 3 8 9 10 16 19 18 23 26 25 30 34 35 37
1 2 3 8 9 10 16 19 18 23 26 25 31 33 35 37
1 2 3 8 9 10 16 19 18 23 26 25 31 34 32 37
1 2 3 8 9 10 16 19 18 23 27 28 29 30 31 37
1 2 3 8 9 10 16 19 18 23 27 28 29 32 35 37
1 2 3 8 9 10 16 19 18 23 27 28 29 33 34 37
1 2 3 8 9 10 16 19 18 23 27 28 30 33 32 37
1 2 3 8 9 10 16 19 18 23 27 28 30 34 35 37
1 2 3 8 9 10 16 19 18 23 27 28 31 33 35 37
1 2 3 8 9 10 16 19 18 23 27 28 31 34 32 37
1 2 3 8 9 10 16 19 18 24 26 28 29 30 31 37
1 2 3 8 9 10 16 19 18 24 26 28 29 32 35 37
1 2 3 8 9 10 16 19 18 24 26 28 29 33 34 37
1 2 3 8 9 10 16 19 18 24 26 28 30 33 32 37
1 2 3 8 9 10 16 19 18 24 26 28 30 34 35 37
1 2 3 8 9 10 16 19 18 24 26 28 31 33 35 37
1 2 3 8 9 10 16 19 18 24 26 28 31 34 32 37
1 2 3 8 9 10 16 19 18 24 27 25 29 30 31 37
1 2 3 8 9 10 16 19 18 24 27 25 29 32 35 37
1 2 3 8 9 10 16 19 18 24 27 25 29 33 34 37
1 2 3 8 9 10 16 19 18 24 27 25 30 33 32 37
1 2 3 8 9 10 16 19 18 24 27 25 30 34 35 37
1 2 3 8 9 10 16 19 18 24 27 25 31 33 35 37
1 2 3 8 9 10 16 19 18 24 27 25 31 34 32 37
1 2 3 8 9 10 16 20 21 22 23 24 29 30 31 37
1 2 3 8 9 10 16 20 21 22 23 24 29 32 35 37
1 2 3 8 9 10 16 20 21 22 23 24 29 33 34 37
1 2 3 8 9 10 16 20 21 22 23 24 30 33 32 37
1 2 3 8 9 10 16 20 21 22 23 24 30 34 35 37
1 2 3 8 9 10 16 20 21 22 23 24 31 33 35 37
1 2 3 8 9 10 16 20 21 22 23 24 31 34 32 37
1 2 3 8 9 10 16 20 21 22 25 28 29 30 31 37
1 2 3 8 9 10 16 20 21 22 25 28 29 32 35 37
1 2 3 8 9 10 16 20 21 22 25 28 29 33 34 37
1 2 3 8 9 10 16 20 21 22 25 28 30 33 32 37
1 2 3 8 9 10 16 20 21 22 25 28 30 34 35 37
1 2 3 8 9 10 16 20 21 22 25 28 31 33 35 37
1 2 3 8 9 10 16 20 21 22 25 28 31 34 32 37
1 2 3 8 9 10 16 20 21 22 26 27 29 30 31 37
1 2 3 8 9 10 16 20 21 22 26 27 29 32 35 37
1 2 3 8 9 10 16 20 21 22 26 27 29 33 34 37
1 2 3 8 9 10 16 20 21 22 26 27 30 33 32 37
1 2 3 8 9 10 16 20 21 22 26 27 30 34 35 37
1 2 3 8 9 10 16 20 21 22 26 27 31 33 35 37
1 2 3 8 9 10 16 20 21 22 26 27 31 34 32 37
1 2 3 8 9 10 16 20 21 23 26 25 29 30 31 37
1 2 3 8 9 10 16 20 21 23 26 25 29 32 35 37
1 2 3 8 9 10 16 20 21 23 26 25 29 33 34 37
1 2 3 8 9 10 16 20 21 23 26 25 30 33 32 37
1 2 3 8 9 10 16 20 21 23 26 25 30 34 35 37
1 2 3 8 9 10 16 20 21 23 26 25 31 33 35 37
1 2 3 8 9 10 16 20 21 23 26 25 31 34 32 37
1 2 3 8 9 10 16 20 21 23 27 28 29 30 31 37
1 2 3 8 9 10 16 20 21 23 27 28 29 32 35 37
1 2 3 8 9 10 16 20 21 23 27 28 29 33 34 37
1 2 3 8 9 10 16 20 21 23 27 28 30 33 32 37
1 2 3 8 9 10 16 20 21 23 27 28 30 34 35 37
1 2 3 8 9 10 16 20 21 23 27 28 31 33 35 37
1 2 3 8 9 10 16 20 21 23 27 28 31 34 32 37
1 2 3 8 9 10 16 20 21 24 26 28 29 30 31 37
1 2 3 8 9 10 16 20 21 24 26 28 29 32 35 37
1 2 3 8 9 10 16 20 21 24 26 28 29 33 34 37
1 2 3 8 9 10 16 20 21 24 26 28 30 33 32 37
1 2 3 8 9 10 16 20 21 24 26 28 30 34 35 37
1 2 3 8 9 10 16 20 21 24 26 28 31 33 35 37
1 2 3 8 9 10 16 20 21 24 26 28 31 34 32 37
1 2 3 8 9 10 16 20 21 24 27 25 29 30 31 37
